4378 	 19744
3576 	 19421
4742 	 19421
4742 	 3136
4742 	 5865
3576 	 16210
4742 	 2430
1226 	 546
4742 	 19052
659 	 19043
1226 	 17580
659 	 1802
2517 	 18538
4378 	 19185
1226 	 1815
659 	 18154
4378 	 19273
2517 	 2017
2517 	 3001
2852 	 17207
3576 	 19628
1226 	 19628
4223 	 17792
2334 	 2502
4742 	 1333
1226 	 809
4742 	 3873
3910 	 1994
18074 	 17203
4739 	 7165
6029 	 15810
3576 	 5933
4742 	 5933
2852 	 14414
70 	 5761
659 	 13019
3168 	 13074
227 	 13074
3262 	 12327
4572 	 12327
3169 	 14803
4742 	 14803
2852 	 18006
4378 	 19676
5840 	 17792
224 	 13074
4742 	 10645
655 	 2715
655 	 19033
136 	 2795
7637 	 372
3576 	 6058
4742 	 16360
6766 	 5721
3576 	 5721
4572 	 5721
6766 	 13407
7637 	 13407
14705 	 13407
3164 	 13407
227 	 13407
3169 	 13407
3697 	 2078
4742 	 2078
1344 	 1766
4742 	 1766
4742 	 17223
3576 	 2629
18044 	 13407
18044 	 13734
17391 	 1331
1082 	 1980
4742 	 3875
5840 	 3407
136 	 15917
136 	 18950
2625 	 7274
1226 	 15917
3910 	 13016
8944 	 9039
3169 	 7514
3262 	 17931
4378 	 9499
3260 	 6348
1226 	 19185
1226 	 1873
4739 	 1994
8944 	 9198
8944 	 5655
4739 	 8436
659 	 10645
3697 	 11435
3697 	 14546
3697 	 10947
659 	 10143
4378 	 14563
4317 	 13973
2852 	 15532
18078 	 15532
2938 	 15532
2852 	 13074
4739 	 12327
19570 	 14803
136 	 20322
1226 	 18097
2852 	 19676
4525 	 4294
3576 	 184
13098 	 2840
659 	 15076
13098 	 15076
17302 	 17045
4372 	 12656
4372 	 13296
3164 	 1819
6766 	 8741
18074 	 1331
18230 	 16682
8944 	 5290
4742 	 18097
136 	 2234
136 	 11093
4378 	 11074
4509 	 15951
224 	 1994
224 	 10371
224 	 3033
136 	 14565
1082 	 14565
2400 	 372
4378 	 10826
4378 	 15790
661 	 6255
4742 	 989
1224 	 8952
4739 	 6058
13098 	 12892
136 	 2840
1082 	 5721
7637 	 5721
3262 	 13407
4572 	 13407
4509 	 10645
136 	 10790
1226 	 11446
4317 	 11446
3164 	 11446
4742 	 11446
8944 	 17792
19379 	 17792
17391 	 17792
2517 	 17792
3576 	 17792
656 	 17792
1456 	 17792
18078 	 17792
658 	 17792
4742 	 17792
4378 	 17792
4572 	 17792
13098 	 10498
2517 	 16394
2517 	 14977
2517 	 5865
661 	 18063
13098 	 18063
13098 	 19052
4742 	 2502
658 	 12718
658 	 14618
13098 	 8502
3370 	 18154
4742 	 8896
4742 	 6646
6766 	 12246
6766 	 1278
4378 	 6646
4316 	 12450
4742 	 14956
1224 	 6646
1226 	 6646
18230 	 6696
136 	 6646
4316 	 6646
1082 	 1975
1082 	 18383
935 	 2945
2334 	 14414
4742 	 14414
3576 	 15922
3164 	 15922
4742 	 15922
3260 	 5865
4317 	 18006
2517 	 4090
4316 	 1980
4525 	 10341
4525 	 10746
3576 	 17223
19379 	 1819
1224 	 18472
659 	 13255
227 	 7052
2517 	 18001
1226 	 20346
4525 	 14658
1226 	 10341
659 	 14403
4249 	 2234
3874 	 5371
18074 	 5661
1344 	 5633
4739 	 6995
2852 	 8741
3262 	 8741
224 	 2517
2334 	 3068
4316 	 13199
136 	 5944
1458 	 5175
1344 	 5632
2852 	 16811
659 	 8962
4372 	 16811
3168 	 16811
5840 	 13852
1226 	 13943
1082 	 14103
18074 	 5659
3169 	 16811
224 	 2309
